system:index,area,class,territory,year,.geo
12_12_0,2.0351388499530464E7,3,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_1,2.0921810625629626E7,4,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_2,322457.3290991544,5,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_3,2965951.4447425725,6,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_4,22088.30400187969,7,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_5,127579.4596548704,9,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_6,1358790.1021468865,11,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_7,1931724.917602509,12,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_8,202415.6739879063,13,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_9,1.4619376008212352E7,15,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_10,144026.10173027246,20,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_11,2335329.00019739,21,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_12,164167.91621364167,23,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_13,175360.93146336026,24,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_14,121803.04721061999,25,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_15,279013.18166835705,29,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_16,23499.181259918172,30,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_17,19751.16576705888,31,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_18,27834.774645281952,32,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_19,2045728.7040296867,33,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_20,1342.2199185607888,35,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_21,327726.4827710635,39,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_22,15673.76844204703,40,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_23,653536.3550166497,41,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_24,68388.89864384766,46,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_25,4779.739458648682,47,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_26,36597.338203802356,48,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_27,128620.30936783858,49,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_28,154545.31003029647,50,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_12_29,3013.385028167685,84,13,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_0,272087.02184967755,3,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_1,192543.1499580386,4,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_2,968.9597020263674,5,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_3,10792.539218811036,6,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_4,2.806986315917969,7,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_5,5471.567518383786,9,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_6,18240.20150034785,11,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_7,92665.9577928958,12,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_8,333.1583712951659,13,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_9,1009251.0109758641,15,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_10,27205.053261303747,20,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_11,454080.4570044573,21,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_12,2151.91045328369,23,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_13,2484936.2177457404,24,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_14,36825.92346597901,25,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_15,80.1144774841309,29,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_16,5953.461258831786,30,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_17,188.85426789550755,31,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_18,343.781721508789,32,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_19,15996.118716845718,33,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_20,37.26278742675781,35,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_21,42059.01156907955,39,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_22,451.9366321350101,40,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_23,87193.86009780302,41,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_24,3314.7081762023913,46,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_25,784.0652418823256,47,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_26,3748.8200395446775,48,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_27,12295.554384863286,49,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_28,10390.189748309305,50,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_13_29,59.49135372924802,84,14,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_0,602274.2144107308,3,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_1,363727.0673381917,4,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_2,24914.171290576163,5,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_3,935360.73911256,6,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_4,4670.673823309328,7,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_5,3731.0183046996826,9,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_6,576436.1715705021,11,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_7,82580.89762151476,12,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_8,367.03083088989274,13,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_9,421040.79008889303,15,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_10,2826.9096163513177,20,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_11,113855.64012062388,21,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_12,10291.760568096935,23,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_13,6380.304961456297,24,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_14,7009.092665472408,25,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_15,1767.9338876647982,29,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_16,8511.66219785155,30,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_17,2414.062404357914,31,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_18,2114.621530920402,32,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_19,1.3455174509464348E7,33,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_20,115.99012989501955,35,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_21,6968.571349090578,39,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_22,11141.560441467458,40,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_23,32562.717339935236,41,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_24,96.52688280639643,46,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_25,35.77057852783203,47,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_26,844.1920278991695,48,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_27,930.2476281005869,49,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_28,4620.968279693602,50,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_14_29,169.98636643676764,84,15,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_0,7687534.206501138,3,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_1,858979.639123578,4,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_2,8137.875258135985,5,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_3,912144.8617752639,6,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_4,1887.291255743402,7,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_5,14073.039169824457,9,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_6,177633.92908323024,11,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_7,151554.60933513878,12,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_8,1251.4320303222667,13,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_9,564901.7628534911,15,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_10,5938.589746917723,20,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_11,53382.03124976814,21,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_12,1249.3318041320779,23,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_13,266.75829489135725,24,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_14,3079.266937072769,25,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_15,15918.013274102648,29,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_16,1205.4609006042476,30,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_17,3.9661982849121094,31,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_18,397.06021150512834,32,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_19,50369.416451782454,33,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_20,2.501755621337891,35,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_21,25556.689269036822,39,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_22,32.40933234252927,40,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_23,32582.41702835017,41,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_24,264.9869612487792,46,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_25,21.92712400512702,47,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_26,1068.5082498230026,48,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_27,8207.68253883038,49,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_15_28,2999.5248580444263,50,99,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_0,4.014509468360822E7,3,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_1,3.392399933650536E7,4,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_2,109558.71282635002,5,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_3,2660920.436222907,6,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_4,40187.462800573594,7,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_5,709446.3217825544,9,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_6,2431478.8669480747,11,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_7,6254430.433225164,12,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_8,141813.39234318284,13,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_9,4.3936176049815565E7,15,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_10,1067005.9403694537,20,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_11,5650072.89928647,21,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_12,65192.64829182128,23,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_13,51317.779116015576,24,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_14,163173.90278304412,25,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_15,274294.91218699695,29,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_16,45551.05007360234,30,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_17,4085.7287501159362,31,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_18,9481.638220269757,32,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_19,778705.9623123633,33,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_20,22701.34542271282,35,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_21,4076592.15774759,39,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_22,208233.92336491254,40,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_23,5168334.510775697,41,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_24,326389.6112769773,46,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_25,42615.19856807266,47,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_26,89761.79523804456,48,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_27,129873.91603813898,49,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_28,179385.27051544457,50,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_16_29,2952.793535778821,84,113,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_0,8.952203572976041E7,3,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_1,4239372.868230216,4,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_2,2599.262980822762,5,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_3,6062695.271203421,6,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_4,7291.85126041866,7,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_5,9496.352470837284,9,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_6,2248770.304276931,11,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_7,3410717.6227153656,12,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_8,2.9126671447753907,13,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_9,347677.99998265866,15,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_10,4094.136766760101,20,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_11,96698.5716375487,21,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_12,1911.2805021301835,23,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_13,736.9899919006351,24,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_14,4228.874108801259,25,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_15,276770.8396090373,29,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_16,6582.844403112763,30,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_17,134.44766519775453,32,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_18,385522.95119155827,33,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_19,9.647349462890627,35,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_20,7901.381795404079,39,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_21,32611.294894580384,41,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_22,158.05373750000027,46,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_23,62.462431378173896,48,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_24,5479.0490514893745,49,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0_25,1002.4352568664543,50,1,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_0,6295472.285028754,3,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_1,256039.692257446,4,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_2,2256.5138503356948,5,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_3,2029235.289005507,6,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_4,138.04280584716793,7,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_5,1552.8819062622051,9,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_6,480473.93451832206,11,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_7,60565.282955432245,12,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_8,2718.658638757301,13,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_9,116080.61645692823,15,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_10,1889.5952914490044,20,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_11,20401.070471124207,21,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_12,542.5732346496577,23,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_13,306.4888514221181,24,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_14,824.0755364990239,25,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_15,5247.320251947029,29,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_16,11.989037249755858,30,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_17,0.5305703613281251,31,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_18,98.30118925781242,32,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_19,218003.47680942458,33,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_20,17957.667355431862,39,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_21,16.129538299560558,40,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_22,17295.9418140385,41,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_23,52.09025415039061,46,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_24,2814.3592779784785,48,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_25,12502.689890826367,49,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_1_26,1732.9695385681318,50,2,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_0,2094510.5751217217,3,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_1,380221.9092610405,4,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_2,993.6433317627111,5,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_3,129534.87744977229,6,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_4,1.9305851257324216,7,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_5,803.2023026062026,9,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_6,58630.32258969674,11,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_7,75225.1085166603,12,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_8,10046.199640539584,15,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_9,8937.153133856225,21,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_10,127.92346752929686,23,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_11,234.0097797363278,24,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_12,979.6080336120574,25,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_13,4387.103354492172,29,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_14,391.2473852294924,30,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_15,71.27840452880854,32,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_16,16618.053449859748,33,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_17,5742.071989984061,39,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_18,1325.6699354797431,40,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_19,11108.929499719068,41,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_20,9.460097192382818,46,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_2_21,21.22001357421884,47,3,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_0,1.0228466268397482E7,3,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_1,1133714.1069620636,4,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_2,791.9303281311088,5,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_3,905495.6357089344,6,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_4,1010.2475667175293,7,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_5,12725.309997711318,9,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_6,1024385.5408988781,11,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_7,452543.13845905615,12,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_8,4.943182031249999,13,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_9,4785329.4879522715,15,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_10,1147.040685650637,20,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_11,457043.450041827,21,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_12,1095.6415285034197,23,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_13,17021.891291577114,24,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_14,70981.82964205326,25,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_15,31408.58719699081,29,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_16,29625.211071081736,30,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_17,6.428308184814456,31,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_18,38.497980889892645,32,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_19,211060.1084843626,33,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_20,1297.246870867922,35,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_21,52637.85508991697,39,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_22,106.67648795166042,40,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_23,28508.81852412105,41,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_24,199.09551632080056,46,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_25,6.700875933837891,47,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_26,66.0766704711914,48,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_27,158.179183740234,49,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_3_28,5524.389768731775,50,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_0,4.023413322077579E7,3,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_1,900758.5291518834,4,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_2,196.31461915893556,5,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_3,6986355.418934969,6,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_4,1890.9495201110833,7,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_5,539.5492373413085,9,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_6,484299.54105013824,11,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_7,212272.4959578485,12,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_8,261696.1587298527,15,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_9,837.4860393554738,20,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_10,97365.65880401706,21,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_11,1603.9673725036594,24,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_12,3534.0234038085973,25,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_13,23277.763584979235,29,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_14,10396.395527142315,30,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_15,0.26411173706054686,31,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_16,336330.5215870234,33,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_17,253.8861284912108,35,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_18,580.8216965393068,39,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_19,2076.0367672424327,41,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_4_20,0.3244842346191406,46,5,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_0,591829.9093813408,3,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_1,322479.03899769025,4,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_2,84.35586599121072,5,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_3,68057.84993779864,6,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_4,2458.371587719656,9,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_5,25586.91592808154,11,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_6,16281.394440643033,12,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_7,2073.623622387734,13,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_8,100966.37141996509,15,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_9,4.83830376586914,20,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_10,13380.687661816391,21,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_11,1141.1773511474642,23,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_12,183.88557687988273,24,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_13,809.4489345459003,25,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_5_14,17080.14973764656,29,6,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
